,moduleCode,title,semesters
534,BMS5602,Financial Analysis and ESG Integration,[2]
535,BMS5802,Real Estate Finance,[2]
536,BMS5900,Block Seminar,[1]
537,BMS5900A,Sustainability Thinking in Product and Service Design,[1]
538,BMS5901,Business Project,[2]
539,BMS5903A,Exploring Global Business and Cross-Cultural Strategies,[3]
540,BMT5100,Preparing Financial Statements,[1]
541,BMT5101,Applied Data Science & Vizualization,[1]
542,BMT5102,Corporate Valuation Models,[1]
543,BMT5103,Managerial Planning and Control,[1]
544,BMT5104,Corporate Accounting and Reporting,[2]
545,BMT5200,Analytics and Data Management,[2]
546,BMT5201,Financial Statement Analysis,[2]
547,BMT5202,Bank Compliance and Risk Management,[2]
548,BMT5203,Mergers and Acquisitions,[2]
549,BMT5205,Taxes and Business Strategy,[1]
550,BMT5206,Sustainability Reporting,[2]
551,BMT5301A,Experiential Learning: Individual Internship,"[1, 3, 4]"
552,BMT5301C,Experiential Learning: Faculty Research Project,[1]
553,BMT5401B,Independent Study: Sustainability Accounting & Reporting,[1]
554,BMT5401C,Independent Study: Forensic Accounting and Financial Fraud,[1]
555,BN1111,Biomedical Engineering Principles and Practice I,[1]
556,BN2001,Independent Study,"[1, 2]"
557,BN2102,Bioengineering Data Analysis,[2]
558,BN2105,Medical Device Life Cycle Management,[2]
559,BN2111,Biomedical Engineering Principles and Practice II,[2]
560,BN2201,Quantitative Physiology for Bioengineers,"[1, 2]"
561,BN2204,Fundamentals of Biomechanics,[2]
562,BN2204S,Fundamentals of Biomechanics,[1]
563,BN2301,Biochemistry and Biomaterials for Bioengineers,[1]
564,BN2403,Fundamentals of Biosignals and Bioinstrumentation,[1]
565,BN3101,Biomedical Engineering Design,"[1, 2]"
566,BN3101A,Biomedical Engineering Design,"[1, 2]"
567,BN3202,Musculoskeletal Biomechanics,[2]
568,BN3301,Introduction To Biomaterials,[2]
569,BN3402,Bio-Analytics for Engineers,[2]
570,BN4101,B.Eng. Dissertation,"[1, 2, 3, 4]"
571,BN4102,Gerontechnology in Ageing,[2]
572,BN4103,Assistive Technology for Persons with Disability,[1]
573,BN4108,Biomedical Engineering for Global Health,[1]
574,BN4109,Special Topic In Bioengineering,[2]
575,BN4202A,Computational Biofluid Dynamics,[2]
576,BN4203,Robotics in Rehabilitation,[2]
577,BN4206,Computational Methods in Biomedical Engineering,[1]
578,BN4301,Principles Of Tissue Engineering,[1]
579,BN4302,Organs in a Dish: Organoid Bioengineering,[2]
580,BN4303,Tissue Engineering for Designing Food,[2]
581,BN4304,Engineering Strategies for Gene and Cell Manufacturing,[1]
582,BN4403,Cellular Bioengineering,[1]
583,BN4404,Bioelectromechanical Systems - Biomems,[2]
584,BN4406,Biophotonics And Bioimaging,[2]
585,BN4501,Engineering Biology,[1]
586,BN4701,Serious Games for Health,[1]
587,BN5001,Independent Research Project,"[1, 2]"
588,BN5101,Biomedical Engineering Systems,"[1, 2]"
589,BN5102,Clinical Instrumentation,[2]
590,BN5104,Quantitative Physiology Principles in Bioengineering,[1]
591,BN5201,Advanced Biomaterials,[2]
592,BN5202,Orthopaedic Biomechanics,[1]
593,BN5203,Advanced Tissue Engineering,[2]
594,BN5206,Computational Methods in Biomedical Engineering,"[1, 2]"
595,BN5207,Medical Imaging Systems,[2]
596,BN5208,Biomedical Quality and Regulatory Systems,[1]
597,BN5209,Frontiers in Neurotechnology,[2]
598,BN5210,Biosensors and Biochips,[1]
599,BN5211,Medical Robotic Intelligence,[1]
600,BN5212,Advanced Machine Learning for Biomedical Engineering and Sciences,[1]
601,BN5302,Organs in a Dish: Organoid Bioengineering,"[1, 2]"
602,BN5303,Tissue Engineering for Designing Food,"[1, 2]"
603,BN5304,Biomedical Engineering Practice and Innovation,[2]
604,BN5501,The Biodesign Process of Innovation in Healthcare,"[1, 2]"
605,BN5511,Introduction to Global Medical Device Regulation,[1]
606,BN5511A,Introduction to Global Medical Device Regulation,[1]
607,BN5512,Medical Device Regulation in the US and EU,[1]
608,BN5513,Medical Device Regulation in ASEAN and AsiaPacific,[2]
609,BN5513A,Medical Device Regulation in ASEAN and AsiaPacific,[2]
610,BN5514,Medical Device Regulatory Process Strategy and Planning,[2]
611,BN5515,Clinical Design and Evaluation of Medical Devices,[1]
612,BN5516,"Medical Device Design, Development and Testing",[1]
613,BN5517,Pre-Market Requirements and Post Market Surveillance,[1]
614,BN5517A,Pre-Market Requirements and Post Market Surveillance,[1]
615,BN5666,Industrial Attachment,"[1, 2]"
616,BN5999,Graduate Seminars,"[1, 2]"
617,BN6202,Advanced Human Motion Biomechanics,"[1, 2]"
618,BN6401,Advanced Quantitative Fluorescence Microscopy,[2]
619,BN6999,Doctoral Seminars,"[1, 2]"
620,BPM1701,Calculus and Statistics,"[1, 2]"
621,BPM1702,Microsoft Excel and PowerPoint for Business,"[1, 2]"
622,BPM1705,Understanding How Business Works,"[1, 2]"
623,BPS5000,Dissertation,"[1, 2]"
624,BPS5111,Integrated Building Design,[1]
625,BPS5112,Green Building Integration and Evaluation Studio,"[1, 2]"
626,BPS5221,Microclimate Design,[1]
627,BPS5222,Indoor Environmental Quality,[2]
628,BPS5223,Building Energy Performance - Passive Systems,[1]
629,BPS5224,Building Energy Performance - Active Systems,[1]
630,BPS5225,Building Energy Audit and Performance Measurement and Verification,[2]
631,BPS5226,Smart Buildings and Facilities,[2]
632,BPS5228,Advanced Building Materials and Structures,[2]
633,BPS5229,Data Science for the Built Environment,[2]
634,BPS5230,Data-Driven Decision-Making for Smart Built Environments,[2]
635,BPS5300,Topics in Building Performance and Sustainability,"[1, 2]"
636,BRP6553,Graduate Research Seminars,[1]
637,BRP6554,Graduate Research Seminars,[2]
638,BS5666,Industrial Attachment,[1]
639,BS5770,Graduate Seminar,"[1, 2]"
640,BS6770,Phd Seminar,"[1, 2]"
641,BSE3701,Macroeconomic Principles in the Global Economy,"[1, 2]"
642,BSE3702,Economics of Strategy,"[1, 2]"
643,BSE3703,Econometrics for Business I,"[1, 2]"
644,BSE3711,Strategic Thinking: Economic Applications,[1]
645,BSE3713,"Industry, Digitization, and AI",[2]
646,BSE3751,Independent Study in Business Economics,[1]
647,BSE4751,Advanced Independent Study in Business Economics,"[1, 2]"
648,BSE4761A,Seminars in Business Economics: International Economics,"[1, 2]"
649,BSN3701,Technological Innovation,"[1, 2]"
650,BSN3702,New Venture Creation,"[1, 2]"
651,BSN3703,Entrepreneurial Strategy,"[1, 2]"
652,BSN3713,Entrepreneurial Boot Camp,[1]
653,BSN3714,Co-Creating Value (Tools for Collaborative Innovation),"[1, 2]"
654,BSN3751,Independent Study in Innovation & Entrepreneurship,[1]
655,BSN4711,Product Validation,"[1, 2]"
656,BSN4751,Adv Independent Study in Innovation & Entrepreneurship,"[1, 2, 3, 4]"
657,BSN4811,Strategic Innovation for High Performance,[2]
658,BSP1702,Legal Environment of Business,"[1, 2]"
659,BSP1702X,Legal Environment of Business,"[1, 2]"
660,BSP1703,Managerial Economics,"[1, 2]"
661,BSP2701,Global Economy,"[1, 2]"
662,BSP3701A,Strategic Management,"[1, 2]"
663,BSP3701B,Strategic Management,"[1, 2]"
664,BSP3701C,Strategic Management,"[1, 2]"
665,BST3762,Effective Leadership in Action,"[1, 2]"
666,BT1101,Introduction to Business Analytics,"[1, 2]"
667,BT2101,Econometrics Modeling for Business Analytics,"[1, 2]"
668,BT2102,Data Management and Visualisation,"[1, 2]"
669,BT3017,Feature Engineering for Machine Learning,[2]
670,BT3102,Computational Methods for Business Analytics,"[1, 2]"
671,BT3103,Application Systems Development for Business Analytics,"[1, 2]"
672,BT3104,Optimization Methods for Business Analytics,[1]
673,BT4010,Business Analytics Internship Programme,"[1, 2]"
674,BT4011,Business Analytics Capstone Industry Project,[1]
675,BT4012,Fraud Analytics,[1]
676,BT4013,Analytics for Capital Market Trading and Investment,[1]
677,BT4014,Analytics Driven Design of Adaptive Systems,[1]
678,BT4015,Geospatial Analytics,[1]
679,BT4016,Risk Analytics for Financial Services,[2]
680,BT4101,B.Sc. (Business Analytics) Dissertation,"[1, 2]"
681,BT4103,Business Analytics Capstone Project,"[1, 2]"
682,BT4211,Data-Driven Marketing,[2]
683,BT4212,Search Engine Optimization and Analytics,[1]
684,BT4221,Advanced Analytics with Big Data Technologies,[2]
685,BT4222,Mining Web Data for Business Insights,"[1, 2]"
686,BT4240,Machine Learning for Predictive Data Analytics,[2]
687,BT4241,Causal Impact Analytics for Business Applications,[1]
688,BT4301,Business Analytics Solutions Development and Deployment,[2]
689,BT5110,Data Management and Warehousing,[1]
690,BT5126,Hands-on with Business Analytics,[2]
691,BT5151,Advanced Analytics and Machine Learning,[2]
692,BT5153,Applied Machine Learning for Business Analytics,[2]
693,BWS3804,Business Work-Study Internship Programme (8 weeks),"[1, 2]"
694,BWS3806,Business Work-Study Internship Programme (12 weeks),"[2, 3, 4]"
695,BWS3814,Business Work-Study Internship Programme (28 weeks),[2]
696,BWS3816,Business Work-Study Internship Programme (32 weeks),"[1, 2]"
697,BWS3818,Business Work-Study Internship Programme,"[2, 3, 4]"
698,BZD6004,Applied Econometrics II,[2]
699,BZD6011,Advanced Quantitative Research Methods,[2]
700,BZD6013,Psychological Theories in Consumer Research,[1]
701,BZD6015,Economic Models and Experiments in Marketing,[2]
702,CAH5101,Care of the Newborn & Common Paediatric Surgical Issues,[1]
703,CAH5102,Care of the Well Child,[1]
704,CAH5103,Acute Paediatrics,[1]
705,CAH5104,Early Childhood Development,[2]
706,CAH5105,Holistic Care for School-Aged Children,[2]
707,CAH5106,Adolescent Health,[2]
708,CAS5660,Independent Study,"[1, 2]"
709,CAS6101,Asian Studies in Asia,[1]
710,CAS6660,Independent Study,"[1, 2]"
711,CAS6770,Graduate Research Seminar,[2]
712,CCS5101,Climate Change - The Science and the Policy,[1]
713,CCS5102,Sustainability and Climate Change,[2]
714,CCS5103,Political Economy of Climate Change and Sustainable Development,[1]
715,CCS5104,Methods and Practice in Sustainability,[2]
716,CCS5201,Introduction to Climate Modelling,[2]
717,CCS5203,Resilience of Social-Ecological Systems,[1]
718,CCS5205,Sustainable Finance,[1]
719,CCS5206,How to Live Well on a Damaged Planet,[2]
720,CCS5207,"Coastal Vulnerability, Risk and Adaptation",[2]
721,CCS5301,Research Project in Climate Change and Sustainability,"[3, 4]"
722,CDE2000,Creating Narratives,"[1, 2]"
723,CDE2212,AI for Design,[1]
724,CDE2300,Product Design and Innovation,"[1, 2]"
725,CDE2301,Value Creation in Innovation,"[1, 2]"
726,CDE2310,Fundamentals of Systems Design,[2]
727,CDE2311,Introduction to Space Systems,[1]
728,CDE2501,Liveable Cities,"[1, 2]"
729,CDE2502,Cities for All,[2]
730,CDE2503,Cities in Nature,[2]
731,CDE2605,Undergraduate Research Opportunities Programme,"[1, 2, 3]"
732,CDE2605R,Undergraduate Research Experience (UREx),"[1, 2]"
733,CDE2701A,Aspirational Project I,"[1, 2]"
734,CDE2701B,Aspirational Project II,"[1, 2]"
735,CDE3301,Ideas to Proof-of-Concept,"[2, 3, 4]"
736,CDE3504,Smart Cities,[1]
737,CDE3505,Planning and Governing Cities,[1]
738,CDE4301,Innovation & Design Capstone,"[1, 2, 3, 4]"
739,CDE4301A,Ideas to Start-up,"[1, 2]"
740,CDE4501A,Topics in Challenges of Cities,[1]
741,CDE4501B,Topics in Challenges of Cities,[2]
742,CDE5000,Industrial Project and Attachment,"[1, 2]"
743,CDE5301,Major Design Project,"[1, 2]"
744,CDE5302,Design Thinking and Product Development,"[1, 2]"
745,CDE5303,Engineering Systems Design,"[1, 2]"
746,CDE5304,Ideas to Market,"[1, 2]"
747,CDE5311,Essential Skills in AI UX and UI Design,"[1, 2]"
748,CDE5312,Beyond the Surface: Exploring Interactive Wearables,"[1, 2]"
749,CDE5399D,Engineering Design & Innovation Internship,[1]
750,CDE5399E,Engineering Design & Innovation Internship,[1]
751,CDE5399T,Engineering Design & Innovation Internship,"[1, 3, 4]"
752,CDM5101,Fundamentals of Cancer Biology,[2]
753,CDM5102,Translational Cancer Research,[1]
754,CDM5103,Advanced Topics in RNA Biology and Human Diseases,[1]
755,CDM5104,Computational genomics,[2]
756,CE1103,Principles of Structural and Geotechnical Engineering,[1]
757,CE2003,"Energy, Environment and Economics",[2]
758,CE2134,Fluid Mechanics,[1]
759,CE2155,Principles of Structural Mechanics and Materials,[2]
760,CE2407A,Uncertainty Analysis for Engineers,[1]
761,CE2407B,Introduction to Numerical Methods for Engineers,[2]
762,CE2409,Computer Applications in Civil Engineering,[1]
763,CE3001,Water-Food-Energy Nexus,[1]
764,CE3102,Socio-economically sustainable developments,"[1, 2]"
765,CE3115,Stability of Slopes and Earth Retention Systems,[2]
766,CE3116,Foundation Engineering,[2]
767,CE3121,Urban Transportation Engineering,[1]
768,CE3132,Hydrology and Free Surface Flows,[2]
769,CE3155A,Structural Behaviour,[1]
770,CE3155B,Structural Modelling,[1]
771,CE3165,Concrete Design for Urban Infrastructure,[1]
772,CE3166,Structural Steel Design and System,[2]
773,CE3201,Civil Engineering Analytics and Data Visualization,[1]
774,CE3202,Data Acquisition for Civil Engineering Applications,[1]
775,CE3203,Optimization and Algorithms for Civil Engineers,[2]
776,CE3204,Data Management for Civil Engineers,[2]
777,CE4001,Industrial Symbiosis and Decarbonisation,[1]
778,CE4002,Carbon Management in the Built Environment,[2]
779,CE4103R,Design Project,"[1, 2]"
780,CE4104,B. Eng. Dissertation,"[1, 2]"
781,CE4221,Design of Land Transport Infrastructures,[1]
782,CE5001,Research Project,"[1, 2]"
783,CE5002A,Capstone Project for Structural Engineering,[2]
784,CE5002B,Capstone Project for Geotechnical Engineering,[2]
785,CE5002D,Capstone Project for Transportation Engineering,[2]
786,CE5002E,Capstone Project for Infrastructure Digitalization & Management,[2]
787,CE5003,Industrial Attachment,"[1, 2]"
788,CE5010A,Finite Element Concepts & Applications,[1]
789,CE5010B,Finite Element Analysis for Civil Engineering,[1]
790,CE5010QA,Finite Element Concepts & Applications,[1]
791,CE5010QB,Finite Element Analysis for Civil Engineering,[1]
792,CE5101,Seepage & Consolidation of Soils,[1]
793,CE5104A,Tunnelling in Soils,[1]
794,CE5104B,Tunnelling in Rocks,[1]
795,CE5104QA,Tunnelling in Soils,[1]
796,CE5104QB,Tunnelling in Rocks,[1]
797,CE5106A,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
798,CE5106B,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
799,CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
800,CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
801,CE5107A,Pile Foundation Design,[2]
802,CE5107B,Advanced Topics in Pile Foundation Design,[2]
803,CE5107QA,Pile Foundation Design,[2]
804,CE5107QB,Advanced Topics in Pile Foundation Design,[2]
805,CE5108A,Key Principles and Concepts of Earth Retention Systems,[1]
806,CE5108B,Deep Excavations Analysis and Modelling,[1]
807,CE5108QA,Key Principles and Concepts of Earth Retention Systems,[1]
808,CE5108QB,Deep Excavations Analysis and Modelling,[1]
809,CE5111,Underground Construction Design Project,"[1, 2]"
810,CE5112,Structural Support Systems for Excavation,[2]
811,CE5113A,Geotechnical Site Investigation,[1]
812,CE5113B,Geophysical Methods & Geotechnical Monitoring,[1]
813,CE5113QA,Geotechnical Site Investigation,[1]
814,CE5113QB,Geophysical Methods & Geotechnical Monitoring,[1]
815,CE5203,Traffic Flow & Control,[2]
816,CE5204,Pavement Design & Rehabilitation,[2]
817,CE5205,Transportation Planning,[1]
818,CE5210,Intelligent Transportation Systems and Simulation,[1]
819,CE5214QA,Energy Demand Analysis for the Built Environment,[2]
820,CE5214QB,"Mobility, Climate Change, and Energy Markets",[2]
821,CE5308A,Coastal Processes and Protection,[2]
822,CE5308B,Sediment Transport and Coastal Protection,[2]
823,CE5308QA,Coastal Processes and Protection,[2]
824,CE5308QB,Sediment Transport and Coastal Protection,[2]
825,CE5310,Hydroinformatics,[2]
826,CE5310AB,Hydroinformatics,[2]
827,CE5312,Open Channel Hydraulics,[1]
828,CE5312AB,Open Channel Hydraulics,[1]
829,CE5315,Climate Science for Engineers,[1]
830,CE5315AB,Climate Science for Engineers,[1]
831,CE5316A,Water Resources for Smart and Liveable Cities: Introduction,[1]
832,CE5316B,Water Resources Modeling for Urban Catchments,[1]
833,CE5316QA,Water Resources for Smart and Liveable Cities: Intro,[1]
834,CE5316QB,Water Resources Modeling for Urban Catchments,[1]
835,CE5317B,Nature Based Solutions for Coastal Protection,[2]
836,CE5317QA,Eco-hydrology,[2]
837,CE5317QB,Nature Based Solutions for Coastal Protection,[2]
838,CE5318,Decision-making for Climate Adaptation,[1]
839,CE5318AB,Decision-making for Climate Adaptation,[1]
840,CE5319,Circular Economy for Sustainable Development,"[1, 2]"
841,CE5509A,Advanced Structural Steel Design,[1]
842,CE5509B,Design of Composite Steel and Concrete Structures,[1]
843,CE5509QA,Advanced Structural Steel Design,[1]
844,CE5509QB,Design of Composite Steel and Concrete Structures,[1]
845,CE5510A,Advanced Structural Concrete Design,[1]
846,CE5510B,Rational Design of Structural Concrete Systems,[1]
847,CE5510QA,Advanced Structural Concrete Design,[1]
848,CE5510QB,Rational Design of Structural Concrete Systems,[1]
849,CE5513,Plastic Analysis Of Structures,[2]
850,CE5515,Structural Health Monitoring,[2]
851,CE5516QA,Structural Stability Concepts & Applications,[2]
852,CE5516QB,Structural Dynamics Concepts & Applications,[2]
853,CE5604,Advanced Concrete Technology,[2]
854,CE5610A,Special Types of Concrete and Cementitious Material,[1]
855,CE5610B,Concrete Repair and Retrofitting of Structural Concrete,[1]
856,CE5610QA,Concrete and Cementitious Composites,[1]
857,CE5610QB,Repair and Retrofit of Concrete Structures,[1]
858,CE5611A,Advanced Prestressed Concrete Design,[2]
859,CE5611B,Precast Structural Concrete Design,[2]
860,CE5611QA,Advanced Prestressed Concrete Design,[2]
861,CE5611QB,Precast Structural Concrete Design,[2]
862,CE5666,Industrial Attachment,"[1, 2]"
863,CE5721A,Coastal Waves and Wind,[2]
864,CE5721B,Coastal Environmental Loads,[2]
865,CE5721QA,Coastal Waves and Wind,[2]
866,CE5721QB,Coastal Environmental Loads,[2]
867,CE5805A,Construction Productivity Analytics,[2]
868,CE5805B,Design for Manufacture and Assembly,[2]
869,CE5805QA,Construction Productivity Analytics,[2]
870,CE5805QB,Design for Manufacture and Assembly,[2]
871,CE5806A,Advanced Project Management,[2]
872,CE5806B,Lean Construction,[2]
873,CE5806QA,Advanced Construction Planning & Control,[2]
